user,date,total_events,unique_event_types,total_data_mb,max_data_mb,off_hours_activity,risky_event_count,actual_label,avg_events,avg_data_mb,avg_off_hours,event_deviation,data_deviation,off_hours_deviation,anomaly,risk_score,risk_level
emma,2026-07-22,14,6,0.6347990036010742,0.18591022491455078,3,3,1,11.733333333333333,0.30829159418741864,1.2666666666666666,2.2666666666666675,0.3265074094136556,1.7333333333333334,1,24.387715577857826,Normal
grace,2026-07-01,10,4,0.3257780075073242,0.18149757385253906,1,1,1,13.866666666666667,0.4211228052775065,1.9666666666666666,-3.866666666666667,-0.09534479777018229,-0.9666666666666666,1,24.29391300711183,Normal
henry,2026-07-22,12,5,0.45084095001220703,0.14211273193359375,3,3,1,12.733333333333333,0.3987883567810059,2.033333333333333,-0.7333333333333325,0.05205259323120115,0.9666666666666668,1,24.245855497964406,Normal
charlie,2026-07-10,11,3,0.1579446792602539,0.02354907989501953,0,0,0,12.633333333333333,0.3254096031188965,1.3666666666666667,-1.6333333333333329,-0.1674649238586426,-1.3666666666666667,1,24.177434592525174,Normal
david,2026-07-24,12,4,0.4589357376098633,0.18358612060546875,2,2,1,11.1,0.31158746083577477,1.4,0.9000000000000004,0.14734827677408852,0.6000000000000001,1,24.024748616402107,Normal
frank,2026-06-28,11,3,0.14725208282470703,0.02764606475830078,0,0,0,12.0,0.3260814666748047,1.3,-1.0,-0.17882938385009767,-1.3,1,23.84992848327897,Normal
grace,2026-07-14,9,5,0.2893095016479492,0.12708759307861328,2,2,1,13.866666666666667,0.4211228052775065,1.9666666666666666,-4.866666666666667,-0.1318133036295573,0.03333333333333344,1,23.68361246982975,Normal
henry,2026-07-19,9,6,0.34037303924560547,0.11714553833007812,2,2,1,12.733333333333333,0.3987883567810059,2.033333333333333,-3.7333333333333325,-0.05841531753540041,-0.033333333333333215,1,23.64694063993107,Normal
charlie,2026-07-08,8,5,0.1471576690673828,0.04856681823730469,1,1,1,12.633333333333333,0.3254096031188965,1.3666666666666667,-4.633333333333333,-0.17825193405151368,-0.3666666666666667,1,23.55636258937873,Normal
bob,2026-07-06,17,6,0.397186279296875,0.07502365112304688,2,2,1,13.3,0.3794918378194173,1.9333333333333333,3.6999999999999993,0.01769444147745769,0.06666666666666665,1,23.476061169689803,Normal
david,2026-07-13,8,5,0.3974123001098633,0.1833362579345703,2,2,1,11.1,0.31158746083577477,1.4,-3.0999999999999996,0.08582483927408852,0.6000000000000001,1,23.16848955807636,Normal
frank,2026-07-22,17,5,0.33725833892822266,0.08545875549316406,2,2,1,12.0,0.3260814666748047,1.3,5.0,0.011176872253417958,0.7,1,22.905721807607197,Normal
charlie,2026-07-25,10,6,0.40732669830322266,0.15163326263427734,3,3,1,12.633333333333333,0.3254096031188965,1.3666666666666667,-2.633333333333333,0.08191709518432616,1.6333333333333333,1,22.857567591613485,Normal
alice,2026-07-18,11,6,0.5240726470947266,0.14387893676757812,3,3,1,12.633333333333333,0.30073706309000653,1.1666666666666667,-1.6333333333333329,0.22333558400472003,1.8333333333333333,1,22.744180123964266,Normal
frank,2026-07-21,16,6,0.5591602325439453,0.18813705444335938,2,2,1,12.0,0.3260814666748047,1.3,4.0,0.23307876586914061,0.7,1,22.463900030963988,Normal
bob,2026-07-12,9,5,0.2671623229980469,0.11216926574707031,2,2,1,13.3,0.3794918378194173,1.9333333333333333,-4.300000000000001,-0.11232951482137044,0.06666666666666665,1,22.26978649463158,Normal
charlie,2026-07-03,9,4,0.1490163803100586,0.06039714813232422,1,1,1,12.633333333333333,0.3254096031188965,1.3666666666666667,-3.633333333333333,-0.1763932228088379,-0.3666666666666667,1,21.590568778648514,Normal
charlie,2026-07-20,11,6,0.42652320861816406,0.15741252899169922,3,3,1,12.633333333333333,0.3254096031188965,1.3666666666666667,-1.6333333333333329,0.10111360549926757,1.6333333333333333,1,21.190343146826084,Normal
grace,2026-07-18,8,5,0.25626659393310547,0.1745738983154297,1,1,1,13.866666666666667,0.4211228052775065,1.9666666666666666,-5.866666666666667,-0.16485621134440104,-0.9666666666666666,1,21.06634927231341,Normal
frank,2026-07-08,9,4,0.16515541076660156,0.04819488525390625,1,1,1,12.0,0.3260814666748047,1.3,-3.0,-0.16092605590820314,-0.30000000000000004,1,20.980877339994468,Normal
charlie,2026-07-22,16,5,0.4472465515136719,0.18535995483398438,1,1,1,12.633333333333333,0.3254096031188965,1.3666666666666667,3.366666666666667,0.12183694839477538,-0.3666666666666667,1,20.846405724559407,Normal
bob,2026-07-01,11,6,0.5547952651977539,0.18250465393066406,3,3,1,13.3,0.3794918378194173,1.9333333333333333,-2.3000000000000007,0.1753034273783366,1.0666666666666667,1,20.842921594265235,Normal
henry,2026-07-23,10,4,0.2775115966796875,0.18395328521728516,1,1,1,12.733333333333333,0.3987883567810059,2.033333333333333,-2.7333333333333325,-0.12127676010131838,-1.0333333333333332,1,20.754504672517356,Normal
frank,2026-07-23,7,5,0.1639566421508789,0.06769943237304688,1,1,1,12.0,0.3260814666748047,1.3,-5.0,-0.1621248245239258,-0.30000000000000004,1,20.39116297533522,Normal
charlie,2026-06-30,11,6,0.27776432037353516,0.09473896026611328,2,2,1,12.633333333333333,0.3254096031188965,1.3666666666666667,-1.6333333333333329,-0.04764528274536134,0.6333333333333333,1,19.625276536896006,Normal
frank,2026-07-04,8,3,0.13205814361572266,0.027001380920410156,0,0,0,12.0,0.3260814666748047,1.3,-4.0,-0.19402332305908204,-1.3,1,19.522275257050847,Normal
bob,2026-07-14,11,4,0.2316122055053711,0.028142929077148438,0,0,0,13.3,0.3794918378194173,1.9333333333333333,-2.3000000000000007,-0.14787963231404622,-1.9333333333333333,1,19.349399446106908,Normal
bob,2026-07-13,18,5,0.45487117767333984,0.12430763244628906,2,2,1,13.3,0.3794918378194173,1.9333333333333333,4.699999999999999,0.07537933985392253,0.06666666666666665,1,18.992748867300673,Normal
emma,2026-07-01,8,3,0.12511444091796875,0.02398204803466797,0,0,0,11.733333333333333,0.30829159418741864,1.2666666666666666,-3.7333333333333325,-0.1831771532694499,-1.2666666666666666,1,18.747117698231655,Normal
bob,2026-07-15,13,4,0.18619918823242188,0.024354934692382812,0,0,0,13.3,0.3794918378194173,1.9333333333333333,-0.3000000000000007,-0.19329264958699544,-1.9333333333333333,1,18.742395115790693,Normal
david,2026-07-16,13,4,0.15259265899658203,0.02625274658203125,0,0,0,11.1,0.31158746083577477,1.4,1.9000000000000004,-0.15899480183919273,-1.4,1,18.22431809314358,Normal
frank,2026-07-19,15,5,0.4151420593261719,0.19012165069580078,1,1,1,12.0,0.3260814666748047,1.3,3.0,0.08906059265136718,-0.30000000000000004,1,18.065612255869034,Normal
charlie,2026-07-12,17,5,0.40711402893066406,0.18348121643066406,1,1,1,12.633333333333333,0.3254096031188965,1.3666666666666667,4.366666666666667,0.08170442581176757,-0.3666666666666667,1,18.043556616627924,Normal
alice,2026-07-22,10,4,0.10752391815185547,0.02045726776123047,0,0,0,12.633333333333333,0.30073706309000653,1.1666666666666667,-2.633333333333333,-0.19321314493815106,-1.1666666666666667,1,18.02821203105653,Normal
emma,2026-07-25,10,6,0.3751544952392578,0.18845367431640625,2,2,1,11.733333333333333,0.30829159418741864,1.2666666666666666,-1.7333333333333325,0.06686290105183917,0.7333333333333334,1,17.928610243855914,Normal
emma,2026-07-26,9,6,0.35499000549316406,0.13945960998535156,2,2,1,11.733333333333333,0.30829159418741864,1.2666666666666666,-2.7333333333333325,0.046698411305745424,0.7333333333333334,1,17.901730461420673,Normal
frank,2026-07-11,12,6,0.5785160064697266,0.1896953582763672,3,3,1,12.0,0.3260814666748047,1.3,0.0,0.25243453979492186,1.7,1,17.774679983312335,Normal
charlie,2026-07-18,14,6,0.5957651138305664,0.15295886993408203,3,3,1,12.633333333333333,0.3254096031188965,1.3666666666666667,1.3666666666666671,0.2703555107116699,1.6333333333333333,1,17.688012828332802,Normal
frank,2026-07-06,16,5,0.41164112091064453,0.12906455993652344,1,1,1,12.0,0.3260814666748047,1.3,4.0,0.08555965423583983,-0.30000000000000004,1,17.29811858246258,Normal
alice,2026-07-19,12,4,0.1045083999633789,0.02223682403564453,0,0,0,12.633333333333333,0.30073706309000653,1.1666666666666667,-0.6333333333333329,-0.19622866312662762,-1.1666666666666667,1,17.1675295864347,Normal
emma,2026-07-10,11,4,0.19691181182861328,0.027906417846679688,0,0,0,11.733333333333333,0.30829159418741864,1.2666666666666666,-0.7333333333333325,-0.11137978235880536,-1.2666666666666666,1,17.076398332913865,Normal
grace,2026-07-23,12,4,0.16399192810058594,0.02334308624267578,0,0,0,13.866666666666667,0.4211228052775065,1.9666666666666666,-1.8666666666666671,-0.25713087717692057,-1.9666666666666666,1,16.745959717015577,Normal
david,2026-07-17,10,6,0.4387998580932617,0.17801761627197266,2,2,1,11.1,0.31158746083577477,1.4,-1.0999999999999996,0.12721239725748695,0.6000000000000001,1,16.566701533232337,Normal
alice,2026-07-08,15,6,0.5928535461425781,0.16866111755371094,3,3,1,12.633333333333333,0.30073706309000653,1.1666666666666667,2.366666666666667,0.2921164830525716,1.8333333333333333,1,16.566085607062146,Normal
bob,2026-06-30,12,5,0.31786441802978516,0.08020687103271484,2,2,1,13.3,0.3794918378194173,1.9333333333333333,-1.3000000000000007,-0.061627419789632154,0.06666666666666665,1,16.15938514482767,Normal
grace,2026-07-07,17,6,0.5207414627075195,0.1431283950805664,2,2,1,13.866666666666667,0.4211228052775065,1.9666666666666666,3.133333333333333,0.09961865743001302,0.03333333333333344,1,15.98544261176563,Normal
henry,2026-07-01,17,5,0.31105709075927734,0.09393978118896484,1,1,1,12.733333333333333,0.3987883567810059,2.033333333333333,4.2666666666666675,-0.08773126602172854,-1.0333333333333332,1,15.807149569450765,Normal
grace,2026-07-10,18,5,0.4757537841796875,0.16931819915771484,2,2,1,13.866666666666667,0.4211228052775065,1.9666666666666666,4.133333333333333,0.05463097890218099,0.03333333333333344,1,15.793976526059883,Normal
david,2026-07-20,9,5,0.3878288269042969,0.14628314971923828,2,2,1,11.1,0.31158746083577477,1.4,-2.0999999999999996,0.07624136606852211,0.6000000000000001,1,15.778844463089403,Normal
frank,2026-07-01,12,4,0.23122882843017578,0.06312274932861328,1,1,1,12.0,0.3260814666748047,1.3,0.0,-0.09485263824462892,-0.30000000000000004,1,15.598193527024781,Normal
alice,2026-07-09,7,5,0.23270893096923828,0.13230514526367188,1,1,1,12.633333333333333,0.30073706309000653,1.1666666666666667,-5.633333333333333,-0.06802813212076825,-0.16666666666666674,1,15.580233151138618,Normal
charlie,2026-07-05,16,5,0.27381229400634766,0.05447578430175781,1,1,1,12.633333333333333,0.3254096031188965,1.3666666666666667,3.366666666666667,-0.05159730911254884,-0.3666666666666667,1,15.55596419428845,Normal
emma,2026-07-04,15,5,0.3560514450073242,0.0825958251953125,2,2,1,11.733333333333333,0.30829159418741864,1.2666666666666666,3.2666666666666675,0.04775985081990558,0.7333333333333334,1,14.989649986652076,Normal
grace,2026-06-29,13,4,0.30253124237060547,0.13466548919677734,1,1,1,13.866666666666667,0.4211228052775065,1.9666666666666666,-0.8666666666666671,-0.11859156290690104,-0.9666666666666666,1,14.905793444392689,Normal
frank,2026-07-03,16,5,0.41753101348876953,0.18061161041259766,1,1,1,12.0,0.3260814666748047,1.3,4.0,0.09144954681396483,-0.30000000000000004,1,14.680336663092064,Normal
emma,2026-07-08,11,5,0.25293827056884766,0.10415458679199219,2,2,1,11.733333333333333,0.30829159418741864,1.2666666666666666,-0.7333333333333325,-0.05535332361857098,0.7333333333333334,1,14.614463127948746,Normal
alice,2026-07-16,12,6,0.5521030426025391,0.17795562744140625,3,3,1,12.633333333333333,0.30073706309000653,1.1666666666666667,-0.6333333333333329,0.25136597951253253,1.8333333333333333,1,14.43355062490429,Normal
bob,2026-07-04,16,6,0.4264640808105469,0.18488407135009766,2,2,1,13.3,0.3794918378194173,1.9333333333333333,2.6999999999999993,0.046972242991129565,0.06666666666666665,1,14.379009434266846,Normal
grace,2026-07-06,14,6,0.5890493392944336,0.16356468200683594,3,3,1,13.866666666666667,0.4211228052775065,1.9666666666666666,0.13333333333333286,0.1679265340169271,1.0333333333333334,1,14.168311803907882,Normal
frank,2026-07-27,14,6,0.5652027130126953,0.1888284683227539,3,3,1,12.0,0.3260814666748047,1.3,2.0,0.23912124633789061,1.7,1,14.140684173896616,Normal
david,2026-06-29,7,5,0.22234249114990234,0.10145950317382812,1,1,1,11.1,0.31158746083577477,1.4,-4.1,-0.08924496968587242,-0.3999999999999999,1,14.117029423788804,Normal
